"source","research_area","issn_from_ajol","issn_from_issn_portal","issn_from_issn_portal2","source_url"
"Jarida la Chama cha Lugha na Fasihi ya Kiswahili Tanzania (CHALUFAKITA)","Sociology & Anthropology",NA,"2591-7013",NA,"https://www.ajol.info/index.php/jclfkt"
"Jarida la Chama cha Lugha na Fasihi ya Kiswahili Tanzania (CHALUFAKITA)","Sociology & Anthropology",NA,"2591-7013",NA,"https://www.ajol.info/index.php/jclfkt"
"Journal for Islamic Studies","Sociology & Anthropology","0257-7062","2957-9163","0257-7062","https://www.ajol.info/index.php/jis"
"Journal for Islamic Studies","Sociology & Anthropology","0257-7062","2957-9163","0257-7062","https://www.ajol.info/index.php/jis"
"Journal of Agricultural Extension","Sociology & Anthropology","2408-6851","2408-6851","1119-944X","https://www.ajol.info/index.php/jae"
"Journal of Agricultural Extension","Sociology & Anthropology","2408-6851","2408-6851","1119-944X","https://www.ajol.info/index.php/jae"
"Journal of Consumer Sciences","Sociology & Anthropology","0378-5254",NA,NA,"https://www.ajol.info/index.php/jfecs"
"Journal of Consumer Sciences","Sociology & Anthropology","0378-5254",NA,NA,"https://www.ajol.info/index.php/jfecs"
"Journal of Cultural Studies","Sociology & Anthropology","1595-0956","2141-8020",NA,"https://www.ajol.info/index.php/jcs"
"Journal of Cultural Studies","Sociology & Anthropology","1595-0956","2141-8020",NA,"https://www.ajol.info/index.php/jcs"
"Journal of History and Diplomatic Studies","Sociology & Anthropology","1597-3778","1597-3778","2736-0660","https://www.ajol.info/index.php/jhds"
"Journal of History and Diplomatic Studies","Sociology & Anthropology","1597-3778","1597-3778","2736-0660","https://www.ajol.info/index.php/jhds"
NA,"Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/jid"
"Journal of Philosophy and Culture","Sociology & Anthropology","0855-6660",NA,NA,"https://www.ajol.info/index.php/jpc"
"Journal of Philosophy and Culture","Sociology & Anthropology","0855-6660",NA,NA,"https://www.ajol.info/index.php/jpc"
NA,"Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/jswds"
"Journal of Sociology and Development","Sociology & Anthropology",NA,"2507-7783","2714-285X","https://www.ajol.info/index.php/jsd"
"Journal of Sociology and Development","Sociology & Anthropology",NA,"2507-7783","2714-285X","https://www.ajol.info/index.php/jsd"
"Journal of the Association of Nigerian Musicologists","Sociology & Anthropology","1597-0597",NA,NA,"https://www.ajol.info/index.php/janm"
"Journal of the Association of Nigerian Musicologists","Sociology & Anthropology","1597-0597",NA,NA,"https://www.ajol.info/index.php/janm"
NA,"Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/njhss"
"Nigerian Journal of Postgraduate Medicine","Sociology & Anthropology","2006-8530","2006-8530",NA,"https://www.ajol.info/index.php/njpm"
"Nigerian Journal of Postgraduate Medicine","Sociology & Anthropology","2006-8530","2006-8530",NA,"https://www.ajol.info/index.php/njpm"
"Nigerian Journal of Social Psychology","Sociology & Anthropology",NA,"2682-6151","2682-6143","https://www.ajol.info/index.php/njsp"
"Nnamdi Azikiwe University Journal of International Law and Jurisprudence","Sociology & Anthropology","2276-7371","2276-7371",NA,"https://www.ajol.info/index.php/naujilj"
"Nnamdi Azikiwe University Journal of International Law and Jurisprudence","Sociology & Anthropology","2276-7371","2276-7371",NA,"https://www.ajol.info/index.php/naujilj"
"Oromia Law Journal","Sociology & Anthropology","2304-8239",NA,NA,"https://www.ajol.info/index.php/olj"
"Oromia Law Journal","Sociology & Anthropology","2304-8239",NA,NA,"https://www.ajol.info/index.php/olj"
NA,"Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/pajgd"
NA,"Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/jda"
NA,"Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/jda"
"Research in Hospitality Management","Sociology & Anthropology","2415-5152","2415-5152","2224-3534","https://www.ajol.info/index.php/rhm"
"Research in Hospitality Management","Sociology & Anthropology","2415-5152","2415-5152","2224-3534","https://www.ajol.info/index.php/rhm"
"Revue Marocaine de Recherche en Management et Marketing","Sociology & Anthropology",NA,"2458-665X","2028-5175","https://www.ajol.info/index.php/remarem"
"Rwanda Journal of Social Sciences, Humanities and Business","Sociology & Anthropology","2708-7603",NA,NA,"https://www.ajol.info/index.php/rjsshb"
"Rwanda Journal of Social Sciences, Humanities and Business","Sociology & Anthropology","2708-7603",NA,NA,"https://www.ajol.info/index.php/rjsshb"
"SAFERE: Southern African Feminist Review","Sociology & Anthropology","1024-9451","1024-9451",NA,"https://www.ajol.info/index.php/safere"
"SAFERE: Southern African Feminist Review","Sociology & Anthropology","1024-9451","1024-9451",NA,"https://www.ajol.info/index.php/safere"
"Scientia Militaria: South African Journal of Military Studies","Sociology & Anthropology","2224-0020",NA,NA,"https://www.ajol.info/index.php/smsajms"
"Scientia Militaria: South African Journal of Military Studies","Sociology & Anthropology","2224-0020",NA,NA,"https://www.ajol.info/index.php/smsajms"
"South African Crime Quarterly","Sociology & Anthropology","1991-3877",NA,NA,"https://www.ajol.info/index.php/sacq"
"South African Crime Quarterly","Sociology & Anthropology","1991-3877",NA,NA,"https://www.ajol.info/index.php/sacq"
"South African Journal for Research in Sport, Physical Education and Recreation","Sociology & Anthropology","0379-9069",NA,NA,"https://www.ajol.info/index.php/sajrs"
"South African Journal for Research in Sport, Physical Education and Recreation","Sociology & Anthropology","0379-9069",NA,NA,"https://www.ajol.info/index.php/sajrs"
"South African Journal of Cultural History","Sociology & Anthropology","1011-3053","1018-0745",NA,"https://www.ajol.info/index.php/sajch"
"South African Journal of Cultural History","Sociology & Anthropology","1011-3053","1018-0745",NA,"https://www.ajol.info/index.php/sajch"
"Stellenbosch Papers in Linguistics","Sociology & Anthropology","2223-9936","1027-3417","2223-9936","https://www.ajol.info/index.php/spl"
"Stellenbosch Papers in Linguistics","Sociology & Anthropology","2223-9936","1027-3417","2223-9936","https://www.ajol.info/index.php/spl"
"Stellenbosch Papers in Linguistics Plus","Sociology & Anthropology","2224-3380",NA,NA,"https://www.ajol.info/index.php/splp"
"Stellenbosch Papers in Linguistics Plus","Sociology & Anthropology","2224-3380",NA,NA,"https://www.ajol.info/index.php/splp"
"Tanzania Journal of Development Studies","Sociology & Anthropology","2591-6831","0856-9622","2591-6831","https://www.ajol.info/index.php/tjds"
"Tanzania Journal of Development Studies","Sociology & Anthropology","2591-6831","0856-9622","2591-6831","https://www.ajol.info/index.php/tjds"
NA,"Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/tjsoc"
"Thought and Practice","Sociology & Anthropology","2076-7714","2076-7714",NA,"https://www.ajol.info/index.php/tp"
"UJAH: Unizik Journal of Arts and Humanities","Sociology & Anthropology","1595-1413","1595-1413",NA,"https://www.ajol.info/index.php/ujah"
"UJAH: Unizik Journal of Arts and Humanities","Sociology & Anthropology","1595-1413","1595-1413",NA,"https://www.ajol.info/index.php/ujah"
"UNIZIK Journal of Religion and Human Relations","Sociology & Anthropology","2006-5442",NA,NA,"https://www.ajol.info/index.php/jrhr"
"UNIZIK Journal of Religion and Human Relations","Sociology & Anthropology","2006-5442",NA,NA,"https://www.ajol.info/index.php/jrhr"
"Abyssinia Journal of Science and Technology","Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/abjst"
"Academy Journal of Science and Engineering","Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/ajse"
"Academy Journal of Science and Engineering","Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/ajse"
"Acta Structilia","Technology, Computer Science & Engineering","2415-0487","2415-0487","1023-0564","https://www.ajol.info/index.php/actas"
"Acta Structilia","Technology, Computer Science & Engineering","2415-0487","2415-0487","1023-0564","https://www.ajol.info/index.php/actas"
"African Journal of Applied Research","Technology, Computer Science & Engineering",NA,"2408-7920",NA,"https://www.ajol.info/index.php/ajapres"
"African Journal of Applied Research","Technology, Computer Science & Engineering",NA,"2408-7920",NA,"https://www.ajol.info/index.php/ajapres"
"AFRREV STECH: An International Journal of Science and Technology","Technology, Computer Science & Engineering","2227-5444",NA,NA,"https://www.ajol.info/index.php/stech"
"AFRREV STECH: An International Journal of Science and Technology","Technology, Computer Science & Engineering","2227-5444",NA,NA,"https://www.ajol.info/index.php/stech"
NA,"Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/aljchemeng"
"Algerian Journal of Engineering and Technology","Technology, Computer Science & Engineering",NA,"2716-9227","2716-9278","https://www.ajol.info/index.php/ajet"
"Anchor University Journal of Science and Technology","Technology, Computer Science & Engineering",NA,"2736-0067","2736-0059","https://www.ajol.info/index.php/aujst"
"Anchor University Journal of Science and Technology","Technology, Computer Science & Engineering",NA,"2736-0067","2736-0059","https://www.ajol.info/index.php/aujst"
NA,"Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/azojete"
"ATBU Journal of Environmental Technology","Technology, Computer Science & Engineering","1596-6305",NA,NA,"https://www.ajol.info/index.php/atbu"
"ATBU Journal of Environmental Technology","Technology, Computer Science & Engineering","1596-6305",NA,NA,"https://www.ajol.info/index.php/atbu"
"Botswana Journal of Technology","Technology, Computer Science & Engineering","1019-1593","1019-1593",NA,"https://www.ajol.info/index.php/bjt"
"Botswana Journal of Technology","Technology, Computer Science & Engineering","1019-1593","1019-1593",NA,"https://www.ajol.info/index.php/bjt"
"Caliphate Journal of Science and Technology","Technology, Computer Science & Engineering",NA,"2705-3121","2705-313X","https://www.ajol.info/index.php/cajost"
"Caliphate Journal of Science and Technology","Technology, Computer Science & Engineering",NA,"2705-3121","2705-313X","https://www.ajol.info/index.php/cajost"
"East African Journal of Biophysical and Computational Sciences","Technology, Computer Science & Engineering",NA,"2789-360X","2789-3618","https://www.ajol.info/index.php/eajbcs"
"East African Journal of Biophysical and Computational Sciences","Technology, Computer Science & Engineering",NA,"2789-360X","2789-3618","https://www.ajol.info/index.php/eajbcs"
"Environmental Technology and Science Journal","Technology, Computer Science & Engineering",NA,"2705-1919","2705-3636","https://www.ajol.info/index.php/etsj"
"Environmental Technology and Science Journal","Technology, Computer Science & Engineering",NA,"2705-1919","2705-3636","https://www.ajol.info/index.php/etsj"
"Equity Journal of Science and Technology","Technology, Computer Science & Engineering",NA,"2354-1814","2682-5961","https://www.ajol.info/index.php/equijost"
"Equity Journal of Science and Technology","Technology, Computer Science & Engineering",NA,"2354-1814","2682-5961","https://www.ajol.info/index.php/equijost"
"Ethiopian Journal of Science and Technology","Technology, Computer Science & Engineering","2312-6019","1816-3378","2312-6019","https://www.ajol.info/index.php/ejst"
"Ethiopian Journal of Science and Technology","Technology, Computer Science & Engineering","2312-6019","1816-3378","2312-6019","https://www.ajol.info/index.php/ejst"
"Federal Polytechnic Ilaro Journal of Pure and Applied Sciences","Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/fepijopas"
"FUNAI Journal of Science and Technology","Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/funaijost"
"FUOYE Journal of Engineering and Technology","Technology, Computer Science & Engineering",NA,"2579-0625","2579-0617","https://www.ajol.info/index.php/fuoyejet"
"FUOYE Journal of Engineering and Technology","Technology, Computer Science & Engineering",NA,"2579-0625","2579-0617","https://www.ajol.info/index.php/fuoyejet"
"Ghana Journal of Science, Technology and Development","Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/gjstd"
"Ghana Mining Journal","Technology, Computer Science & Engineering","0855-210X","2616-1478","0855-210X","https://www.ajol.info/index.php/gm"
"Ghana Mining Journal","Technology, Computer Science & Engineering","0855-210X","2616-1478","0855-210X","https://www.ajol.info/index.php/gm"
"Global Journal of Engineering Research","Technology, Computer Science & Engineering","1596-292X",NA,NA,"https://www.ajol.info/index.php/gjer"
"Global Journal of Engineering Research","Technology, Computer Science & Engineering","1596-292X",NA,NA,"https://www.ajol.info/index.php/gjer"
"HAFED POLY Journal of Science, Management and Technology","Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/hpjsmt"
"Information Technologist (The)","Technology, Computer Science & Engineering","2805-3478","2805-3478",NA,"https://www.ajol.info/index.php/ict"
"Information Technologist (The)","Technology, Computer Science & Engineering","2805-3478","2805-3478",NA,"https://www.ajol.info/index.php/ict"
NA,"Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/ise"
"International Journal of Energetica","Technology, Computer Science & Engineering",NA,"2543-3717",NA,"https://www.ajol.info/index.php/ijeca"
"International Journal of Engineering, Science and Technology","Technology, Computer Science & Engineering","2141-2839",NA,NA,"https://www.ajol.info/index.php/ijest"
"International Journal of Engineering, Science and Technology","Technology, Computer Science & Engineering","2141-2839",NA,NA,"https://www.ajol.info/index.php/ijest"
"International Journal of Information Security, Privacy and Digital Forensics","Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/ijispdf"
"International Journal of Information Security, Privacy and Digital Forensics","Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/ijispdf"
NA,"Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/ijowited"
NA,"Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/jaim"
"Journal des Sciences Pour l'Ingénieur","Technology, Computer Science & Engineering","0851-4453",NA,NA,"https://www.ajol.info/index.php/jspi"
"Journal des Sciences Pour l'Ingénieur","Technology, Computer Science & Engineering","0851-4453",NA,NA,"https://www.ajol.info/index.php/jspi"
NA,"Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/jipit"
NA,"Technology, Computer Science & Engineering",NA,NA,NA,"https://www.ajol.info/index.php/jipit"
"Journal of Applied Science, Engineering and Technology","Technology, Computer Science & Engineering","1596-3233",NA,NA,"https://www.ajol.info/index.php/jaset"
